1.7896e-05;-8.2668e-06;-3.5309e-05;3.9918e-05;1.2437e-05;-5.8653e-05;2.6995e-05;-4.3767e-05;-4.2243e-05;5.089e-06;-2.6221e-05;4.1191e-05;6.4121e-05;1.4842e-05;-1.0606e-05;3.45e-05;0.00011251;1.1669e-05;8.222e-06;3.5957e-06;3.0698e-05;8.2651e-07;3.69e-05;1.7445e-05;1.8591e-05;3.1094e-05;-4.462e-05;1.1798e-05;-1.2649e-05;-5.077e-06;4.1903e-05;4.9307e-05;-7.1572e-05;1.71e-05;-3.9369e-05;-6.7627e-05;3.0302e-05;5.2154e-05;-9.8e-06;-3.4051e-05;1.6669e-05;5.097e-05;5.6808e-05;4.6939e-05;6.2293e-05;3.9742e-05;5.8277e-06;4.8587e-05;5.9953e-05;-3.6191e-05;-3.986e-05;4.6694e-06;-0.00010006;4.6978e-05;9.8826e-05;2.0674e-05;7.1066e-06;3.071e-06;3.1375e-05;6.0165e-05;3.499e-05;2.7491e-07;5.6742e-05;-0.00023899;-0.00010506;-5.6299e-06;-3.3222e-06;-2.8121e-05;0.00010857;5.6425e-07;-3.8493e-06;4.3122e-05;4.8758e-05;3.3033e-05;9.5794e-05;-3.953e-06;3.663e-05;0.00010427;-3.1525e-06;7.2497e-05;9.5616e-05;1.0345e-05;4.5658e-05;6.512e-05;7.6731e-05;4.4333e-05;0.00011232;2.8306e-05;9.9011e-05;0.0001611;3.5226e-05;4.7198e-05;-5.7573e-05;0.0001342;2.2394e-05;8.9108e-05;3.4021e-05;7.2001e-05;9.1342e-05;-4.758e-05;5.9855e-05;0.00010708;1.4789e-05;9.9714e-05;-3.4057e-05;7.2057e-05;2.2146e-06;6.1933e-05;-2.9306e-05;-8.3907e-05;3.6199e-05;0.00011657;8.6834e-05;4.7333e-05;2.4073e-05;8.6777e-05;8.3964e-05;5.756e-05;-1.2024e-05;6.3949e-05;8.6457e-05;6.9218e-05;5.1681e-05;9.6827e-05;4.1418e-05;7.8417e-05;9.6706e-05;8.7845e-05;6.2377e-05;0.00012591;7.9824e-05;6.6985e-05;0.00014823;0.00012898;-9.2041e-05;2.8159e-05;8.1877e-05;6.8006e-05;9.1994e-05;4.0818e-05;5.8053e-05;0.00011522;0.00010515;6.9282e-05;8.8296e-05;0.00011238;6.8587e-05;0.00014601;8.828e-05;2.1027e-05;6.9449e-05;5.83e-05;5.9439e-05;6.0163e-05;6.5526e-05;8.4298e-05;0.00019671;-0.0019537;-0.0076574;-0.0092027;-0.01066;-0.011874;-0.012202;-0.012363;-0.012366;-0.012428;-0.012465;-0.012397;-0.012426;-0.012369;-0.012509;-0.012477;-0.012334;-0.012658;-0.012536;-0.012496;-0.012756;-0.012599;-0.01256;-0.012653;-0.012488;-0.012571;-0.012529;-0.01256;-0.01261;-0.012443;-0.012652;-0.012564;-0.012668;-0.012565;-0.012678;-0.012672;-0.012666;-0.012692;-0.012607;-0.012648;-0.012565;-0.012646;-0.01262;-0.012584;-0.01256;-0.012714;-0.012578;-0.012509;-0.012585;-0.012699;-0.012663;-0.012633;-0.012611;-0.012621;-0.012568;-0.012527;-0.012664;-0.01263;-0.012489;-0.012665;-0.012393;-0.012549;-0.01262;-0.012557;-0.012773;-0.012487;-0.012767;-0.01264;-0.012707;-0.012632;-0.012565;-0.012579;-0.012483;-0.01255;-0.012678;-0.01262;-0.012671;-0.012666;-0.012708;-0.012626;-0.013;-0.014137;-0.012232;-0.0069938;-0.0034554;-0.00050841;1.6413e-05;-0.0001231;-0.00010573;5.6977e-05;-5.7622e-06;4.9264e-05;-8.3772e-05;-8.703e-05;5.2095e-05;1.1626e-05;-3.324e-06;2.3928e-05;5.565e-05;-1.4852e-05;-2.4144e-05;0.00016877;0.00023003;-4.5928e-05;0.0001146;8.5425e-05;0.00011811;2.6704e-05;0.00018022;-5.9499e-06;7.2027e-05;3.6639e-05;0.00014167;6.6633e-05;0.00014122;4.1538e-05;1.4388e-05;3.3481e-05;6.9423e-05;-8.0418e-05;-3.3178e-05;0.00010105;6.9412e-05;0.00013498;2.8871e-05;-1.9485e-05;0.00010545;9.499e-05;5.8488e-05;9.6577e-05;0.00014828;9.1682e-05;0.00012076;3.6698e-06;0.00013717;3.3269e-05;2.5608e-05;2.7551e-05;0.00018668;8.3332e-05;2.4727e-05;0.00015549;7.9319e-05;0.00016634;0.0001889;0.00019209;0.00014114;-3.7713e-05;-2.1089e-05;0.00018316;8.8271e-05;0.00022391;0.00011662;0.00016668;0.00013716;0.00014562;-1.4573e-06;8.1428e-05;8.0007e-05;1.4717e-05;0.00011987;0.0001892;0.00019476;2.0224e-05;0.0002;9.264e-05;4.4815e-05;2.3537e-05;0.00019331;2.4679e-05;0.00021396;4.0264e-05;0.00016941;-3.3887e-06;0.00013241;0.00011814;-2.1421e-05;0.00016748;0.00020065;-0.00010209;0.00013106;9.0105e-05;0.00014708;0.00016177;5.2738e-05;0.00015967;2.4823e-06;0.00016789;-5.3645e-05;2.5114e-05;-3.2564e-05;0.00014022;-1.5284e-05;0.00012988;0.00012588;0.00018751;8.7689e-05;0.00014408;9.8237e-05;9.0926e-05;3.9877e-05;4.3216e-05;7.8263e-05;0.00011614;2.3278e-06;3.1682e-05;0.00012231;1.8903e-05;3.0488e-06;0.00018504;8.6816e-05;0.00010145;0.00018365;0.00011733;7.6569e-05;0.00012648;6.2653e-05;0.00012373;9.4082e-05;0.0001243;0.00018446;5.6156e-05;5.8706e-05;0.00011298;9.4097e-06;0.0001677;0.00014034;0.00017481;0.0001618;0.0001026;7.3524e-05;0.00014154;-9.2826e-06;8.9015e-05;0.00013278;7.8311e-06;0.00013606;0.00013697;0.00010257;0.00011427;8.1827e-05;0.00017538;0.00016429;-3.8365e-05;0.00012052;8.7988e-05;0.00010756;6.3101e-05;0.00010984;7.0733e-05

